mode,season,route_id,route_name,direction_id,day_type_id,day_type_name,stop_time,stop_name,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 14:26:00+00,Wedgemere,place-NHRML-0073,7,4,0,65,7525
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 22:32:00+00,North Station,place-north,9,,5,,7526
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 17:15:00+00,Lowell,place-NHRML-0254,1,48,,48,7527
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 16:04:00+00,Whitman,place-PB-0212,5,9,3,23,7528
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 17:23:00+00,North Billerica,place-NHRML-0218,2,7,0,55,7529
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 22:37:00+00,Winchester Center,place-NHRML-0078,6,8,0,60,7530
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 16:08:00+00,Abington,place-PB-0194,6,9,0,32,7531
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 17:31:00+00,Wilmington,place-NHRML-0152,3,8,0,63,7532
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 22:39:00+00,Wedgemere,place-NHRML-0073,7,2,0,62,7533
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 16:14:00+00,South Weymouth,place-PB-0158,7,8,0,40,7534
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 17:35:00+00,Anderson/Woburn,place-NHRML-0127,4,3,3,63,7535
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 22:43:00+00,West Medford,place-NHRML-0055,8,5,6,61,7536
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 22:45:00+00,Lowell,place-NHRML-0254,1,22,,22,7537
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 22:53:00+00,North Billerica,place-NHRML-0218,2,4,0,26,7538
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 22:56:00+00,North Station,place-north,9,,61,,7539
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 23:01:00+00,Wilmington,place-NHRML-0152,3,5,1,30,7540
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 23:05:00+00,Anderson/Woburn,place-NHRML-0127,4,13,0,43,7541
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 23:06:00+00,Mishawum,place-NHRML-0116,5,8,0,51,7542
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 23:10:00+00,Lowell,place-NHRML-0254,1,13,,13,7543
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 23:12:00+00,Winchester Center,place-NHRML-0078,6,5,1,55,7544
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 23:14:00+00,West Medford,place-NHRML-0055,8,0,6,49,7545
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 23:14:00+00,Wedgemere,place-NHRML-0073,7,0,0,55,7546
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 23:18:00+00,North Billerica,place-NHRML-0218,2,0,0,13,7547
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 23:26:00+00,Wilmington,place-NHRML-0152,3,1,0,14,7548
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 23:30:00+00,Anderson/Woburn,place-NHRML-0127,4,13,0,27,7549
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 23:31:00+00,North Station,place-north,9,,49,,7550
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 23:37:00+00,Winchester Center,place-NHRML-0078,6,4,0,31,7551
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 23:39:00+00,Wedgemere,place-NHRML-0073,7,0,0,31,7552
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 23:43:00+00,West Medford,place-NHRML-0055,8,0,1,30,7553
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 17:42:00+00,Winchester Center,place-NHRML-0078,6,6,3,66,7554
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 16:23:00+00,Braintree,place-brntn,8,1,9,32,7555
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 17:44:00+00,Wedgemere,place-NHRML-0073,7,5,0,71,7556
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 16:44:00+00,South Station,place-sstat,11,,32,,7557
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 17:48:00+00,West Medford,place-NHRML-0055,8,2,3,70,7558
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:06:00+00,Plymouth,place-PB-0356,1,11,,11,7559
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 17:59:00+00,North Station,place-north,9,,70,,7560
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:17:00+00,Halifax,place-PB-0281,3,3,0,14,7561
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 18:15:00+00,Lowell,place-NHRML-0254,1,35,,35,7562
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:23:00+00,Hanson,place-PB-0245,4,2,0,16,7563
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 18:23:00+00,North Billerica,place-NHRML-0218,2,5,0,40,7564
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:30:00+00,Whitman,place-PB-0212,5,4,1,19,7565
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 18:31:00+00,Wilmington,place-NHRML-0152,3,9,1,48,7566
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:34:00+00,Abington,place-PB-0194,6,12,0,31,7567
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 18:35:00+00,Anderson/Woburn,place-NHRML-0127,4,6,4,50,7568
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:40:00+00,South Weymouth,place-PB-0158,7,5,3,33,7569
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:49:00+00,Braintree,place-brntn,8,2,5,30,7570
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 18:02:00+00,JFK/UMass,place-jfk,10,0,3,27,7571
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 18:10:00+00,South Station,place-sstat,11,,27,,7572
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 18:35:00+00,Kingston,place-KB-0351,2,0,,0,7573
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 19:22:00+00,Plymouth,place-PB-0356,1,7,,7,7574
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 19:33:00+00,Halifax,place-PB-0281,3,1,0,8,7575
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 19:39:00+00,Hanson,place-PB-0245,4,4,0,12,7576
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 19:46:00+00,Whitman,place-PB-0212,5,8,0,20,7577
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 19:50:00+00,Abington,place-PB-0194,6,3,1,22,7578
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 19:56:00+00,South Weymouth,place-PB-0158,7,3,1,24,7579
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 20:05:00+00,Braintree,place-brntn,8,4,11,17,7580
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 20:26:00+00,South Station,place-sstat,11,,17,,7581
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 20:57:00+00,Kingston,place-KB-0351,2,5,,5,7582
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 21:08:00+00,Halifax,place-PB-0281,3,4,0,9,7583
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 21:14:00+00,Hanson,place-PB-0245,4,5,0,14,7584
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 21:21:00+00,Whitman,place-PB-0212,5,5,2,17,7585
2,Spring 2012,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 21:25:00+00,Abington,place-PB-0194,6,4,0,21,7586
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 18:37:00+00,Wilmington,place-NHRML-0152,3,0,0,0,7587
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 18:42:00+00,Winchester Center,place-NHRML-0078,6,3,2,51,7588
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 18:43:00+00,Anderson/Woburn,place-NHRML-0127,4,0,0,0,7589
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 18:44:00+00,Wedgemere,place-NHRML-0073,7,0,0,51,7590
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 18:48:00+00,West Medford,place-NHRML-0055,8,6,0,57,7591
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 18:50:00+00,Winchester Center,place-NHRML-0078,6,3,0,3,7592
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 18:52:00+00,Wedgemere,place-NHRML-0073,7,0,0,3,7593
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 18:56:00+00,West Medford,place-NHRML-0055,8,0,0,3,7594
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 18:59:00+00,North Station,place-north,9,,57,,7595
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 19:07:00+00,North Station,place-north,9,,3,,7596
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 19:15:00+00,Lowell,place-NHRML-0254,1,30,,30,7597
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 19:23:00+00,North Billerica,place-NHRML-0218,2,6,0,36,7598
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 19:31:00+00,Wilmington,place-NHRML-0152,3,4,1,39,7599
2,Spring 2012,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 19:35:00+00,Anderson/Woburn,place-NHRML-0127,4,6,3,42,7600
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 11:22:00+00,North Billerica,place-NHRML-0218,8,0,1,14,7601
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,1,day_type_01,weekday,2018/01/01 13:59:00+00,Montello,place-MM-0186,6,5,1,54,7602
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,0,day_type_01,weekday,2018/01/01 11:24:00+00,Holbrook/Randolph,place-MM-0150,6,47,1,354,7603
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 21:43:00+00,Wilmington,place-NHRML-0152,7,1,55,233,7604
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 11:25:00+00,North Station,place-north,1,6,,6,7605
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 11:29:00+00,Lowell,place-NHRML-0254,9,,14,,7606
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 11:45:00+00,Anderson/Woburn,place-NHRML-0127,6,,6,,7607
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 11:45:00+00,North Station,place-north,1,37,,37,7608
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 11:57:00+00,West Medford,place-NHRML-0055,2,3,1,39,7609
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 12:01:00+00,Winchester Center,place-NHRML-0078,4,2,1,40,7610
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 16:10:00+00,North Station,place-north,1,45,,45,7611
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 12:07:00+00,Mishawum,place-NHRML-0116,5,0,4,36,7612
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 12:08:00+00,Anderson/Woburn,place-NHRML-0127,6,3,2,37,7613
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 12:13:00+00,Wilmington,place-NHRML-0152,7,1,4,34,7614
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 12:21:00+00,North Billerica,place-NHRML-0218,8,0,4,30,7615
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 12:25:00+00,North Station,place-north,1,42,,42,7616
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 12:30:00+00,Lowell,place-NHRML-0254,9,,30,,7617
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 12:37:00+00,West Medford,place-NHRML-0055,2,4,0,46,7618
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 12:41:00+00,Wedgemere,place-NHRML-0073,3,1,1,46,7619
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 12:43:00+00,Winchester Center,place-NHRML-0078,4,1,1,46,7620
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 12:49:00+00,Mishawum,place-NHRML-0116,5,0,8,38,7621
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 12:50:00+00,Anderson/Woburn,place-NHRML-0127,6,4,5,37,7622
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 12:54:00+00,Wilmington,place-NHRML-0152,7,1,2,36,7623
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 12:55:00+00,North Station,place-north,1,13,,13,7624
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 13:02:00+00,North Billerica,place-NHRML-0218,8,0,7,29,7625
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 13:10:00+00,North Station,place-north,1,59,,59,7626
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 13:11:00+00,Lowell,place-NHRML-0254,9,,29,,7627
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 13:17:00+00,Anderson/Woburn,place-NHRML-0127,6,,13,,7628
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 13:22:00+00,West Medford,place-NHRML-0055,2,5,3,61,7629
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 13:26:00+00,Wedgemere,place-NHRML-0073,3,0,0,61,7630
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 13:28:00+00,Winchester Center,place-NHRML-0078,4,1,7,55,7631
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 13:34:00+00,Mishawum,place-NHRML-0116,5,0,14,41,7632
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 13:35:00+00,Anderson/Woburn,place-NHRML-0127,6,1,3,39,7633
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 13:39:00+00,Wilmington,place-NHRML-0152,7,1,1,39,7634
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 13:40:00+00,North Station,place-north,1,8,,8,7635
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 13:47:00+00,North Billerica,place-NHRML-0218,8,0,9,30,7636
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 13:56:00+00,Lowell,place-NHRML-0254,9,,30,,7637
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 14:02:00+00,Anderson/Woburn,place-NHRML-0127,6,,8,,7638
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 14:10:00+00,North Station,place-north,1,40,,40,7639
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 14:22:00+00,West Medford,place-NHRML-0055,2,2,2,40,7640
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/02 00:55:00+00,Anderson/Woburn,place-NHRML-0127,6,3,37,85,7641
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 14:26:00+00,Wedgemere,place-NHRML-0073,3,0,0,40,7642
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,0,day_type_01,weekday,2018/01/01 18:42:00+00,Montello,place-MM-0186,5,9,2,55,7643
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 14:28:00+00,Winchester Center,place-NHRML-0078,4,0,3,37,7644
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 14:35:00+00,Anderson/Woburn,place-NHRML-0127,6,0,4,33,7645
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 14:39:00+00,Wilmington,place-NHRML-0152,7,0,4,29,7646
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 14:47:00+00,North Billerica,place-NHRML-0218,8,1,1,29,7647
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 14:54:00+00,Lowell,place-NHRML-0254,9,,29,,7648
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 15:10:00+00,North Station,place-north,1,42,,42,7649
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 15:22:00+00,West Medford,place-NHRML-0055,2,3,5,40,7650
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 15:26:00+00,Wedgemere,place-NHRML-0073,3,0,1,39,7651
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 15:28:00+00,Winchester Center,place-NHRML-0078,4,1,3,37,7652
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 15:35:00+00,Anderson/Woburn,place-NHRML-0127,6,2,3,36,7653
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 15:39:00+00,Wilmington,place-NHRML-0152,7,0,5,31,7654
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 15:47:00+00,North Billerica,place-NHRML-0218,8,1,2,30,7655
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 15:54:00+00,Lowell,place-NHRML-0254,9,,30,,7656
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/02 01:00:00+00,Wilmington,place-NHRML-0152,7,4,15,74,7657
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 16:22:00+00,West Medford,place-NHRML-0055,2,2,4,43,7658
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 21:45:00+00,Anderson/Woburn,place-NHRML-0127,6,,55,,7659
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,0,day_type_01,weekday,2018/01/01 11:38:00+00,Quincy Center,place-qnctr,8,5,17,342,7660
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,0,day_type_01,weekday,2018/01/01 18:48:00+00,Holbrook/Randolph,place-MM-0150,6,1,1,55,7661
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/02 01:08:00+00,North Billerica,place-NHRML-0218,8,0,30,44,7662
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/02 01:15:00+00,Lowell,place-NHRML-0254,9,,44,,7663
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,0,day_type_01,weekday,2018/01/01 11:50:00+00,Middleborough/Lakeville,place-MM-0356,1,136,,136,7664
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,1,day_type_01,weekday,2018/01/01 14:02:00+00,Brockton,place-MM-0200,7,1,12,43,7665
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,0,day_type_01,weekday,2018/01/01 18:56:00+00,Braintree,place-brntn,7,0,6,49,7666
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 21:51:00+00,North Billerica,place-NHRML-0218,8,1,86,148,7667
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/02 01:30:00+00,North Station,place-north,1,117,,117,7668
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,0,day_type_01,weekday,2018/01/01 11:55:00+00,South Station,place-sstat,10,,342,,7669
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,1,day_type_01,weekday,2018/01/01 14:07:00+00,Campello,place-MM-0219,8,0,1,42,7670
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,0,day_type_01,weekday,2018/01/01 19:02:00+00,Quincy Center,place-qnctr,8,0,4,45,7671
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 16:26:00+00,Wedgemere,place-NHRML-0073,3,0,1,42,7672
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 21:53:00+00,West Medford,place-NHRML-0055,2,4,28,394,7673
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/02 01:42:00+00,West Medford,place-NHRML-0055,2,2,13,106,7674
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,0,day_type_01,weekday,2018/01/01 12:01:00+00,Bridgewater,place-MM-0277,2,106,2,240,7675
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,1,day_type_01,weekday,2018/01/01 14:16:00+00,Bridgewater,place-MM-0277,9,0,31,11,7676
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,0,day_type_01,weekday,2018/01/01 19:20:00+00,South Station,place-sstat,10,,45,,7677
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 16:28:00+00,Winchester Center,place-NHRML-0078,4,0,3,39,7678
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 21:57:00+00,Wedgemere,place-NHRML-0073,3,0,33,361,7679
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 21:58:00+00,Lowell,place-NHRML-0254,9,,148,,7680
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:00:00+00,Winchester Center,place-NHRML-0078,4,3,16,348,7681
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:08:00+00,Anderson/Woburn,place-NHRML-0127,6,2,48,302,7682
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:10:00+00,North Station,place-north,1,647,,647,7683
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:13:00+00,Wilmington,place-NHRML-0152,7,1,62,241,7684
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:21:00+00,North Billerica,place-NHRML-0218,8,0,98,143,7685
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:23:00+00,West Medford,place-NHRML-0055,2,3,93,557,7686
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:27:00+00,Wedgemere,place-NHRML-0073,3,0,65,492,7687
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:30:00+00,Winchester Center,place-NHRML-0078,4,1,93,400,7688
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:30:00+00,North Station,place-north,1,616,,616,7689
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:31:00+00,Lowell,place-NHRML-0254,9,,143,,7690
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:38:00+00,Anderson/Woburn,place-NHRML-0127,6,0,96,304,7691
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:43:00+00,Wilmington,place-NHRML-0152,7,2,69,237,7692
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:50:00+00,Anderson/Woburn,place-NHRML-0127,6,1,163,454,7693
2,Spring 2012,CR-Middleborough,Middleborough/Lakeville Line,1,day_type_01,weekday,2018/01/01 22:49:00+00,Brockton,place-MM-0200,7,1,81,305,7694
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:50:00+00,North Station,place-north,1,588,,588,7695
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:52:00+00,North Billerica,place-NHRML-0218,8,0,71,166,7696
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:55:00+00,Wilmington,place-NHRML-0152,7,0,84,370,7697
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 22:59:00+00,Lowell,place-NHRML-0254,9,,166,,7698
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 23:03:00+00,West Medford,place-NHRML-0055,2,3,113,478,7699
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 23:03:00+00,North Billerica,place-NHRML-0218,8,0,135,235,7700
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 23:07:00+00,Wedgemere,place-NHRML-0073,3,0,58,420,7701
2,Spring 2012,CR-Lowell,Lowell Line,1,day_type_01,weekday,2018/01/01 23:10:00+00,Winchester Center,place-NHRML-0078,4,0,105,315,7702
